data,regiao,canal,produto,invest_marketing,ligacoes_vendas,visitas_site,emails_enviados,preco,preco_concorrente,desconto_pct,satisfacao,tickets_suporte,cliente_recorrente,sazonalidade_mes,unidades_vendidas,receita,transacoes,ticket_medio,lead_vai_comprar
2023-04-22,Nordeste,Representante,C,2459.0,8,2058,1050,105.93,99.49,0.106,4.21,0,1,4,130,12315.72,123,100.13,1
2023-04-23,Centro-Oeste,Representante,C,1904.0,4,1133,1073,103.98,101.54,0.11,3.94,2,1,4,100,9253.31,135,68.54,1
2023-04-23,Sul,Online,B,3232.0,5,1772,1071,126.83,122.29,0.031,3.21,0,0,4,132,16219.64,95,170.73,1
2023-04-23,Sudeste,Online,B,1638.0,9,1554,1309,153.89,148.01,0.008,4.8,1,1,4,158,24124.08,165,146.21,1
2023-04-23,Nordeste,Online,C,460.0,4,1976,1320,145.4,142.67,0.015,3.13,0,0,4,132,18899.31,148,127.7,1
2023-04-23,Centro-Oeste,Loja Física,C,2393.0,4,1859,931,98.3,96.44,0.046,3.63,1,0,4,111,10408.23,154,67.59,1
2023-04-24,Nordeste,Online,C,1442.0,6,1300,577,129.11,148.15,0.015,4.39,0,1,4,98,12460.12,83,150.12,1
2023-04-24,Sul,Loja Física,B,1512.0,9,1735,821,151.22,162.22,0.008,4.33,1,0,4,127,19042.55,167,114.03,1
2023-04-25,Sudeste,Online,B,1270.0,10,1294,490,121.9,116.59,0.059,4.1,0,1,4,121,13872.95,80,173.41,1
2023-04-26,Sul,Online,B,1363.0,5,1106,769,108.06,117.71,0.06,3.14,1,1,4,99,10060.41,78,128.98,1
2023-04-26,Sul,Online,A,2938.0,9,2830,1243,145.9,157.62,0.079,3.06,2,1,4,199,26729.46,148,180.6,1
2023-04-26,Sul,Online,C,2812.0,8,1723,1382,135.71,128.91,0.021,3.8,0,1,4,137,18203.09,154,118.2,1
2023-04-27,Sul,Online,B,2741.0,6,3266,1061,124.88,123.52,0.046,3.91,1,1,4,230,27411.02,234,117.14,1
2023-04-27,Nordeste,Loja Física,B,1441.0,10,952,642,126.61,118.93,0.043,3.8,2,1,4,84,10177.55,78,130.48,1
2023-04-28,Sudeste,Online,C,2587.0,8,2792,1086,105.76,95.79,0.1,3.71,0,0,4,175,16665.2,177,94.15,1
2023-04-29,Sul,Loja Física,B,414.0,5,932,291,117.99,125.76,0.103,3.63,0,1,4,82,8674.3,103,84.22,1
2023-04-30,Sul,Representante,B,2030.0,3,1551,634,123.13,124.78,0.049,3.24,0,1,4,120,14048.77,135,104.06,1
2023-04-30,Sudeste,Representante,C,1555.0,10,1819,913,160.8,169.56,0.093,2.8,1,0,4,123,17937.6,141,127.22,1
2023-05-01,Centro-Oeste,Representante,C,3378.0,11,3562,1313,80.05,62.22,0.03,3.52,0,0,5,202,15685.35,270,58.09,1
2023-05-02,Nordeste,Online,B,1321.0,8,1109,1043,123.51,117.1,0.064,3.51,0,1,5,102,11787.89,124,95.06,1
2023-05-02,Sul,Representante,A,4789.0,10,2881,1818,120.67,111.79,0.061,4.9,0,0,5,203,23001.74,237,97.05,1
2023-05-02,Sul,Online,A,319.0,7,1608,1559,162.69,157.59,0.086,4.45,0,0,5,138,20530.59,130,157.93,1
2023-05-02,Sul,Loja Física,C,4200.0,8,2458,1108,131.86,127.77,0.122,3.87,0,1,5,154,17826.13,124,143.76,1
2023-05-02,Nordeste,Online,B,2447.0,10,2223,672,143.15,129.12,0.137,4.25,0,1,5,156,19276.34,200,96.38,1
2023-05-03,Sudeste,Online,A,1005.0,15,1730,1493,119.47,113.93,0.027,4.1,0,1,5,162,18840.2,198,95.15,1
2023-05-04,Sudeste,Representante,A,3772.0,5,2418,1566,108.49,122.14,0.053,3.77,1,0,5,180,18488.51,125,147.91,1
2023-05-04,Sudeste,Online,A,2994.0,7,2686,1552,114.59,121.83,0.033,2.95,2,0,5,194,21487.7,190,113.09,1
2023-05-05,Nordeste,Online,B,3092.0,11,1541,1019,120.23,139.52,0.001,3.33,2,1,5,125,15011.15,117,128.3,1
2023-05-06,Nordeste,Online,C,3739.0,9,2606,1280,132.49,128.82,0.18,3.15,0,1,5,157,17053.73,132,129.19,1
2023-05-06,Sudeste,Loja Física,C,5660.0,10,4134,1662,128.1,119.88,0.069,3.17,1,1,5,251,29922.16,277,108.02,1
2023-05-06,Sul,Loja Física,C,2891.0,3,2008,1093,109.68,106.86,0.145,4.63,1,0,5,131,12281.2,159,77.24,0
2023-05-06,Centro-Oeste,Online,B,3109.0,9,2000,1186,113.73,115.53,0.104,3.67,0,0,5,158,16100.84,215,74.89,1
2023-05-07,Sul,Online,A,2328.0,5,1743,1705,105.2,91.71,0.126,4.05,0,0,5,139,12776.68,194,65.86,1
2023-05-07,Sul,Online,A,1609.0,7,2098,1122,106.43,111.36,0.033,4.08,2,0,5,143,14718.16,197,74.71,1
2023-05-08,Nordeste,Representante,A,1743.0,10,1523,912,90.84,85.86,0.042,4.48,0,0,5,106,9220.44,102,90.4,1
2023-05-08,Centro-Oeste,Representante,A,2356.0,6,3402,982,120.45,97.89,0.091,4.78,0,0,5,208,22778.3,238,95.71,1
2023-05-08,Sul,Representante,A,4985.0,6,3258,1205,104.88,103.17,0.089,4.55,0,1,5,218,20825.32,160,130.16,1
2023-05-08,Sul,Online,C,414.0,8,2684,527,128.93,114.0,0.077,3.86,2,0,5,148,17612.42,134,131.44,1
2023-05-09,Sudeste,Representante,C,1008.0,13,1618,862,138.66,137.74,0.037,3.85,2,1,5,125,16688.05,141,118.35,1
2023-05-09,Nordeste,Representante,B,4188.0,8,2487,1026,93.17,98.76,0.076,4.53,0,1,5,181,15589.11,154,101.23,1
2023-05-09,Sul,Loja Física,C,2594.0,8,1939,992,105.81,95.31,0.094,3.52,0,0,5,115,11021.17,89,123.83,1
2023-05-10,Centro-Oeste,Representante,B,1949.0,5,1866,716,116.71,115.83,0.12,3.42,1,0,5,130,13345.96,104,128.33,1
2023-05-10,Sul,Loja Física,A,7368.0,10,5270,1708,130.69,131.26,0.038,3.84,1,0,5,310,38959.18,233,167.21,1
2023-05-11,Nordeste,Online,A,2295.0,10,2014,692,126.74,110.64,0.11,3.08,1,0,5,120,13539.17,78,173.58,1
2023-05-11,Sul,Loja Física,B,4791.0,3,2512,1937,143.99,141.53,0.059,2.73,2,1,5,193,26141.96,198,132.03,1
2023-05-11,Nordeste,Representante,C,6367.0,6,3050,2255,75.13,87.18,0.037,4.27,0,1,5,210,15194.82,255,59.59,1
2023-05-11,Sudeste,Loja Física,A,77.0,13,326,328,117.29,126.27,0.028,3.8,0,0,5,35,3989.7,46,86.73,0
2023-05-12,Sudeste,Representante,C,1934.0,6,1271,1033,144.05,126.05,0.057,3.73,0,1,5,104,14129.19,120,117.74,1
2023-05-13,Nordeste,Representante,A,5185.0,12,3357,1182,135.03,126.42,0.013,3.86,0,1,5,207,27587.14,241,114.47,1
2023-05-14,Centro-Oeste,Representante,C,6102.0,4,3583,1612,123.13,121.9,0.137,5.0,0,0,5,219,23269.46,162,143.64,1
2023-05-14,Sudeste,Representante,A,334.0,7,768,302,142.25,153.88,0.118,2.39,0,0,5,55,6897.69,60,114.96,1
2023-05-15,Nordeste,Online,C,3462.0,8,1680,957,89.15,108.89,0.074,3.57,0,0,5,108,8913.24,120,74.28,1
2023-05-15,Sul,Representante,C,712.0,8,1279,994,120.32,110.27,0.082,4.57,1,1,5,101,11152.0,63,177.02,1
2023-05-15,Sudeste,Online,C,2000.0,11,1879,868,119.23,118.37,0.081,3.41,0,0,5,124,13582.71,121,112.25,1
2023-05-16,Sul,Online,A,1688.0,10,2131,722,125.9,117.92,0.026,2.98,2,0,5,127,15578.94,142,109.71,1
2023-05-16,Nordeste,Loja Física,A,1541.0,12,1581,1648,116.99,111.06,0.07,3.08,0,1,5,129,14041.56,129,108.85,1
2023-05-16,Sul,Online,C,1789.0,10,1754,872,124.0,118.42,0.021,2.89,0,0,5,108,13113.3,119,110.2,1
2023-05-17,Nordeste,Representante,A,737.0,18,543,1216,114.4,133.97,0.016,4.29,0,0,5,69,7764.89,85,91.35,1
2023-05-19,Centro-Oeste,Loja Física,A,1389.0,12,1112,556,111.91,95.08,0.057,3.66,1,0,5,78,8235.46,53,155.39,1
2023-05-20,Sul,Online,B,285.0,15,1054,450,121.22,99.89,0.063,3.82,0,0,5,81,9205.07,78,118.01,1
2023-05-21,Sudeste,Online,A,1627.0,8,1977,1053,114.06,99.79,0.034,3.79,3,0,5,145,15972.96,194,82.33,1
2023-05-21,Sul,Online,B,1680.0,8,2132,1129,117.85,124.31,0.007,2.8,2,1,5,163,19071.26,208,91.69,1
2023-05-22,Centro-Oeste,Online,C,2258.0,5,2183,1346,121.09,113.37,0.057,4.54,0,0,5,152,17358.02,97,178.95,1
2023-05-23,Nordeste,Representante,B,1339.0,9,2061,520,146.81,135.16,0.047,4.14,0,0,5,130,18183.66,111,163.82,0
2023-05-23,Sul,Online,A,1187.0,5,1129,576,123.07,131.39,0.124,3.85,0,0,5,84,9058.23,80,113.23,1
2023-05-23,Sul,Online,B,1581.0,11,1377,999,122.91,120.83,0.138,3.56,0,0,5,114,12080.48,102,118.44,1
2023-05-24,Centro-Oeste,Online,B,2569.0,6,2871,1767,162.5,164.11,0.055,3.37,2,0,5,217,33335.77,138,241.56,1
2023-05-24,Sudeste,Representante,A,1833.0,11,1361,1587,127.26,138.67,0.041,3.12,0,0,5,126,15369.88,157,97.9,0
2023-05-24,Centro-Oeste,Loja Física,A,2974.0,9,2866,1309,97.1,86.51,0.037,3.98,2,0,5,180,16829.76,153,110.0,0
2023-05-24,Sudeste,Loja Física,B,1952.0,8,1911,766,131.59,131.08,0.057,2.51,2,0,5,130,16133.13,101,159.73,1
2023-05-24,Centro-Oeste,Online,C,3559.0,6,2029,1298,128.8,139.39,0.006,5.0,0,1,5,152,19469.72,106,183.68,1
2023-05-24,Centro-Oeste,Loja Física,A,3447.0,12,2614,1018,109.41,130.19,0.024,3.92,0,1,5,179,19112.75,120,159.27,1
2023-05-24,Sul,Online,C,954.0,7,1452,1030,95.56,98.05,0.084,3.05,0,0,5,102,8925.95,67,133.22,0
2023-05-25,Centro-Oeste,Loja Física,C,1543.0,10,1676,1160,112.71,98.73,0.035,4.48,1,0,5,116,12611.32,150,84.08,1
2023-05-25,Nordeste,Representante,B,639.0,13,1754,200,91.98,82.35,0.013,3.54,1,0,5,101,9170.46,125,73.36,1
2023-05-25,Nordeste,Online,C,2372.0,6,2500,1044,121.61,117.54,0.159,4.41,0,0,5,151,15441.68,139,111.09,1
2023-05-26,Centro-Oeste,Online,A,1397.0,14,1589,704,142.95,148.25,0.154,3.01,0,1,5,125,15110.89,135,111.93,1
2023-05-26,Sudeste,Loja Física,C,1314.0,17,1394,806,149.94,150.08,0.022,4.24,2,0,5,99,14511.0,70,207.3,1
2023-05-27,Sul,Online,C,2166.0,5,1857,937,102.79,101.09,0.02,2.47,1,1,5,118,11884.86,151,78.71,1
2023-05-27,Sul,Loja Física,C,1093.0,6,815,473,134.49,145.04,0.094,3.1,0,0,5,50,6092.32,47,129.62,1
2023-05-27,Sul,Loja Física,B,2525.0,7,2497,1125,143.17,144.66,0.016,4.11,0,0,5,167,23521.17,228,103.16,1
2023-05-27,Sudeste,Representante,C,4795.0,7,2231,1396,114.79,122.66,0.06,3.65,0,0,5,163,17586.63,176,99.92,1
2023-05-27,Sudeste,Loja Física,C,1298.0,9,1332,789,105.67,102.74,0.016,3.33,0,0,5,89,9256.35,97,95.43,1
2023-05-27,Sul,Loja Física,C,3042.0,10,2251,1049,117.21,120.85,0.026,4.23,0,0,5,134,15295.34,111,137.8,1
2023-05-28,Centro-Oeste,Loja Física,C,1726.0,9,1823,541,174.65,192.45,0.046,3.67,0,0,5,108,17992.56,96,187.42,1
2023-05-28,Sudeste,Representante,A,4892.0,5,2586,1177,155.05,158.95,0.094,3.73,1,0,5,185,25998.22,219,118.71,1
2023-05-28,Sul,Online,C,3373.0,9,2098,1578,92.04,92.52,0.027,3.97,0,1,5,149,13346.07,150,88.97,1
2023-05-29,Nordeste,Loja Física,A,5173.0,5,4478,2652,122.45,104.97,0.079,2.9,3,0,5,260,29312.18,354,82.8,1
2023-05-30,Centro-Oeste,Online,B,3213.0,7,2565,764,148.58,137.51,0.081,4.73,0,1,5,192,26208.76,148,177.09,1
2023-05-30,Sudeste,Loja Física,A,2334.0,10,1853,1363,118.35,125.57,0.105,3.94,3,0,5,148,15670.68,202,77.58,1
2023-05-31,Centro-Oeste,Online,C,256.0,15,1036,291,130.68,130.02,0.049,4.32,0,0,5,73,9075.61,72,126.05,0
2023-05-31,Centro-Oeste,Loja Física,C,1476.0,8,1867,645,112.71,98.45,0.031,2.84,1,0,5,100,10924.05,99,110.34,1
2023-05-31,Nordeste,Representante,A,405.0,12,1969,402,130.8,126.51,0.002,4.54,0,0,5,121,15801.77,83,190.38,1
2023-05-31,Sudeste,Online,A,2934.0,5,1554,1197,130.56,121.22,0.076,3.52,0,0,5,125,15073.25,93,162.08,1
2023-06-01,Sudeste,Representante,B,6607.0,8,3190,2283,102.78,108.36,0.162,3.82,2,1,6,271,23332.82,363,64.28,1
2023-06-01,Sul,Representante,A,1101.0,9,2131,1593,120.22,112.13,0.08,3.47,2,1,6,158,17477.4,198,88.27,1
2023-06-01,Sudeste,Loja Física,B,2364.0,9,3127,1454,133.19,131.55,0.101,2.99,1,0,6,218,26093.8,197,132.46,1
2023-06-01,Centro-Oeste,Representante,A,3952.0,7,2384,1281,97.92,108.22,0.022,4.35,2,0,6,170,16281.83,191,85.25,1
2023-06-01,Sudeste,Representante,A,3065.0,6,1681,777,116.4,116.5,0.031,3.6,1,1,6,132,14889.62,104,143.17,1
2023-06-02,Sudeste,Online,C,1516.0,9,1032,654,100.36,98.81,0.125,4.42,2,1,6,97,8513.48,120,70.95,1
2023-06-02,Sudeste,Online,B,1598.0,8,1411,818,136.71,135.92,0.011,2.15,2,0,6,102,13793.56,123,112.14,1
2023-06-03,Sudeste,Online,A,2375.0,9,1316,1020,162.25,172.15,0.098,4.11,0,1,6,126,18444.7,104,177.35,1
2023-06-04,Nordeste,Loja Física,B,3912.0,8,2096,1303,96.36,102.23,0.029,4.25,1,0,6,147,13755.99,128,107.47,1
2023-06-05,Sudeste,Online,C,1259.0,7,2793,602,113.92,114.6,0.112,3.87,1,0,6,166,16801.1,225,74.67,1
2023-06-06,Sul,Loja Física,B,2479.0,5,1980,1498,94.57,106.81,0.064,3.72,0,1,6,160,14167.19,145,97.7,1
2023-06-07,Sul,Online,C,4596.0,9,3677,1562,133.93,126.64,0.055,3.37,1,0,6,214,27091.73,174,155.7,1
2023-06-07,Sul,Loja Física,C,1664.0,5,1952,1060,141.06,149.68,0.083,3.42,0,0,6,120,15519.42,109,142.38,1
2023-06-07,Sudeste,Representante,A,2418.0,11,2395,1427,147.21,153.44,0.143,4.13,0,0,6,183,23077.48,110,209.8,1
2023-06-09,Sudeste,Loja Física,C,462.0,15,666,1008,122.04,126.14,0.038,4.07,0,1,6,79,9273.85,82,113.1,0
2023-06-09,Centro-Oeste,Representante,C,5511.0,11,3314,1764,115.87,111.02,0.106,3.28,0,1,6,217,22482.23,160,140.51,1
2023-06-09,Sudeste,Loja Física,A,1600.0,9,1692,621,91.82,92.11,0.129,4.62,0,0,6,119,9513.28,96,99.1,1
2023-06-09,Centro-Oeste,Online,B,2930.0,6,1584,1370,110.38,112.43,0.05,4.13,0,1,6,146,15303.47,177,86.46,1
2023-06-09,Centro-Oeste,Representante,A,5140.0,5,3093,1494,104.91,107.83,0.034,3.81,1,0,6,202,20465.25,178,114.97,1
2023-06-09,Sudeste,Online,A,1196.0,13,831,585,132.92,145.03,0.189,3.85,0,1,6,92,9918.88,63,157.44,1
2023-06-10,Nordeste,Online,A,5741.0,4,3513,1699,125.11,128.81,0.089,4.43,0,0,6,222,25289.48,189,133.81,1
2023-06-10,Sul,Representante,A,1783.0,5,1538,1373,122.36,138.98,0.136,4.19,2,0,6,130,13739.74,104,132.11,1
2023-06-10,Sul,Loja Física,C,3825.0,11,2635,1095,130.22,123.53,0.048,4.88,0,1,6,162,20079.83,135,148.74,1
2023-06-10,Sul,Online,A,2058.0,1,1946,738,152.28,163.0,0.118,3.7,3,1,6,142,19079.16,166,114.93,1
2023-06-11,Nordeste,Representante,A,3178.0,10,2512,1033,85.67,55.31,0.031,4.74,0,0,6,152,12618.7,150,84.12,1
2023-06-12,Nordeste,Online,A,1103.0,5,844,1256,111.01,111.56,0.088,3.93,0,0,6,75,7592.32,96,79.09,0
2023-06-12,Centro-Oeste,Loja Física,A,1070.0,7,768,540,132.31,120.29,0.022,5.0,0,0,6,65,8413.25,67,125.57,1
2023-06-12,Sul,Online,C,1144.0,7,1372,1361,129.26,124.36,0.065,5.0,1,1,6,123,14868.71,82,181.33,1
2023-06-12,Sul,Online,A,4686.0,7,2811,2195,137.08,123.07,0.058,3.87,0,0,6,201,25950.06,203,127.83,1
2023-06-13,Sudeste,Representante,C,1859.0,6,1539,1252,134.12,131.13,0.023,4.31,0,0,6,117,15326.64,119,128.8,1
2023-06-13,Centro-Oeste,Online,B,1692.0,11,1503,854,104.1,115.61,0.079,3.41,0,1,6,127,12175.2,88,138.35,1
2023-06-13,Sudeste,Online,C,2141.0,10,2071,833,118.0,112.27,0.15,3.74,0,1,6,147,14736.44,97,151.92,1
2023-06-14,Sudeste,Representante,C,1748.0,7,1675,563,134.14,134.15,0.074,2.91,0,1,6,111,13785.29,127,108.55,1
2023-06-14,Sudeste,Loja Física,B,2631.0,9,2031,655,134.5,141.33,0.007,3.36,0,1,6,153,20434.9,132,154.81,1
2023-06-16,Nordeste,Online,B,3542.0,8,1866,1133,150.59,153.14,0.054,3.71,2,1,6,154,21942.47,195,112.53,1
2023-06-16,Sudeste,Loja Física,A,3811.0,11,2737,1680,122.26,119.74,0.062,4.41,0,0,6,196,22467.57,152,147.81,1
2023-06-17,Sudeste,Representante,C,383.0,11,2161,410,139.62,147.41,0.034,4.2,0,0,6,139,18754.43,144,130.24,1
2023-06-17,Nordeste,Online,B,4587.0,11,2338,1287,99.47,106.58,0.105,4.31,0,1,6,189,16823.37,233,72.2,1
2023-06-18,Nordeste,Online,C,1652.0,10,1936,864,102.32,104.42,0.145,4.27,1,0,6,116,10143.89,110,92.22,1
2023-06-19,Centro-Oeste,Representante,B,2256.0,8,2638,1051,140.49,141.87,0.1,3.25,2,0,6,177,22388.01,184,121.67,1
2023-06-19,Centro-Oeste,Online,C,3725.0,8,2032,1210,94.66,77.94,0.045,3.48,0,0,6,129,11656.76,122,95.55,1
2023-06-19,Centro-Oeste,Online,A,3320.0,5,1880,1753,154.51,149.02,0.041,4.2,3,1,6,157,23273.8,184,126.49,1
2023-06-19,Centro-Oeste,Representante,C,4022.0,5,2588,1175,117.8,113.96,0.143,3.36,3,1,6,168,16962.8,120,141.36,1
2023-06-19,Sul,Loja Física,C,1438.0,10,2026,1210,111.11,116.63,0.073,3.56,1,1,6,136,14003.21,85,164.74,1
2023-06-20,Centro-Oeste,Online,B,4204.0,11,2634,1511,120.09,114.84,0.023,4.13,0,0,6,197,23104.76,189,122.25,1
2023-06-21,Sul,Loja Física,C,2866.0,9,1315,1519,110.77,112.67,0.091,3.24,0,0,6,98,9871.62,86,114.79,1
2023-06-21,Sul,Representante,B,3195.0,6,2018,1218,84.78,80.27,0.026,3.23,1,0,6,140,11559.24,118,97.96,1
2023-06-21,Centro-Oeste,Loja Física,A,2579.0,9,2439,1363,110.91,116.4,0.09,4.0,0,0,6,163,16453.38,228,72.16,1
2023-06-21,Sudeste,Online,B,5084.0,8,3504,1608,104.79,118.11,0.074,4.21,0,1,6,282,27363.43,372,73.56,1
2023-06-22,Sul,Loja Física,A,694.0,8,2432,375,126.64,128.37,0.046,4.02,1,0,6,138,16677.34,99,168.46,1
2023-06-22,Sul,Online,A,2832.0,7,3425,1260,119.32,125.91,0.005,3.85,1,1,6,224,26589.71,271,98.12,1
2023-06-22,Nordeste,Loja Física,A,5310.0,3,3445,1880,144.64,154.58,0.038,3.74,1,1,6,226,31461.34,177,177.75,1
2023-06-22,Centro-Oeste,Online,A,2440.0,9,1661,1122,122.51,142.83,0.108,5.0,0,1,6,148,16167.27,132,122.48,1
2023-06-23,Centro-Oeste,Loja Física,B,3893.0,9,2417,1318,97.49,96.39,0.121,3.69,2,1,6,185,15851.92,190,83.43,1
2023-06-23,Sudeste,Online,C,2965.0,8,2048,1227,123.38,115.64,0.03,4.4,0,0,6,147,17596.49,169,104.12,1
2023-06-24,Sul,Loja Física,B,3099.0,6,2035,771,125.57,100.98,0.137,3.72,1,0,6,125,13543.08,94,144.08,0
2023-06-25,Nordeste,Representante,B,4655.0,7,2657,1390,165.15,157.32,0.066,3.07,1,0,6,173,26690.93,207,128.94,1
2023-06-25,Sul,Loja Física,A,4039.0,7,2997,996,122.2,122.21,0.045,4.21,0,0,6,177,20645.92,150,137.64,1
2023-06-26,Nordeste,Loja Física,C,3677.0,6,3533,1568,117.49,124.94,0.033,3.19,0,0,6,190,21591.27,247,87.41,1
2023-06-26,Centro-Oeste,Online,A,2362.0,7,1720,666,111.55,121.17,0.169,3.56,0,0,6,116,10749.86,131,82.06,1
2023-06-27,Sul,Online,A,1575.0,4,1776,979,97.18,109.94,0.116,3.77,1,0,6,132,11336.19,107,105.95,1
2023-06-27,Sudeste,Online,C,1643.0,13,1413,593,108.02,100.56,0.047,3.8,3,0,6,95,9782.53,130,75.25,1
2023-06-28,Centro-Oeste,Representante,B,2614.0,7,1935,1330,123.2,125.88,0.13,3.82,0,1,6,169,18119.08,209,86.69,1
2023-06-28,Sul,Online,C,2355.0,6,2096,806,127.06,138.79,0.036,4.56,0,0,6,130,15924.13,137,116.23,1
2023-06-29,Nordeste,Loja Física,C,1722.0,6,2190,1369,110.3,99.0,0.206,3.51,2,0,6,129,11303.59,83,136.19,1
2023-06-29,Centro-Oeste,Representante,C,5780.0,8,3523,1265,106.54,107.19,0.107,3.42,2,0,6,205,19493.5,240,81.22,1
2023-06-29,Sudeste,Loja Física,B,8450.0,5,4606,2222,88.02,85.24,0.031,4.46,2,1,6,342,29163.71,477,61.14,1
2023-06-30,Sul,Loja Física,B,2329.0,12,2002,1479,128.09,125.33,0.055,3.73,1,1,6,160,19362.09,209,92.64,1
2023-06-30,Centro-Oeste,Loja Física,C,1597.0,14,1914,1497,127.29,112.09,0.01,2.99,3,0,6,130,16378.95,113,144.95,1
2023-07-01,Sul,Representante,B,2945.0,5,1824,1773,113.43,104.18,0.033,3.73,2,0,7,150,16454.47,165,99.72,1
2023-07-02,Nordeste,Loja Física,A,2985.0,9,2357,1204,109.05,121.69,0.135,5.0,0,0,7,152,14338.55,121,118.5,1
2023-07-03,Sudeste,Online,C,6270.0,3,3024,2140,119.47,129.27,0.012,4.69,1,1,7,231,27269.38,240,113.62,1
2023-07-04,Sul,Online,C,4545.0,8,3112,1327,120.84,120.15,0.025,4.54,1,1,7,196,23085.76,175,131.92,1
2023-07-05,Sul,Representante,C,781.0,9,922,687,109.99,107.96,0.074,2.13,1,1,7,65,6619.78,79,83.79,1
2023-07-05,Sudeste,Online,B,1270.0,13,1164,395,169.29,174.57,0.051,4.13,1,1,7,105,16871.64,69,244.52,1
2023-07-05,Sul,Online,C,1121.0,11,1287,549,106.32,107.82,0.07,5.0,0,0,7,87,8606.95,91,94.58,0
2023-07-06,Centro-Oeste,Loja Física,B,2786.0,9,2063,1140,113.62,106.79,0.019,4.36,0,1,7,163,18168.07,110,165.16,1
2023-07-06,Nordeste,Loja Física,A,2751.0,6,2155,1267,116.12,116.65,0.015,3.39,0,1,7,144,16474.39,131,125.76,1
2023-07-06,Sudeste,Online,C,1444.0,8,2412,1228,119.36,122.5,0.045,4.7,1,1,7,179,20405.44,173,117.95,1
2023-07-06,Sudeste,Representante,B,2571.0,7,1992,756,142.3,141.45,0.071,4.21,0,0,7,154,20364.96,163,124.94,1
2023-07-07,Centro-Oeste,Online,A,3298.0,7,1944,944,130.77,139.03,0.061,3.49,3,0,7,135,16578.64,84,197.36,1
2023-07-07,Sul,Loja Física,C,4992.0,9,3329,1605,109.27,111.78,0.024,2.91,1,0,7,190,20268.3,121,167.51,1
2023-07-07,Nordeste,Loja Física,A,632.0,4,656,535,141.44,147.14,0.094,3.36,0,1,7,59,7556.76,50,151.14,1
2023-07-08,Sudeste,Loja Física,A,4005.0,10,2651,1904,109.75,115.98,0.058,4.61,0,1,7,212,21915.6,285,76.9,1
2023-07-08,Nordeste,Loja Física,A,2764.0,9,1941,1118,142.61,160.84,0.064,3.56,0,0,7,130,17354.7,111,156.35,1
2023-07-09,Sul,Representante,B,2202.0,9,1829,834,112.75,92.1,0.15,4.15,0,0,7,122,11685.5,104,112.36,1
2023-07-09,Sudeste,Online,B,3861.0,13,2587,1901,107.69,114.82,0.024,4.44,0,0,7,223,23447.21,159,147.47,1
2023-07-09,Nordeste,Representante,A,3747.0,11,2443,1059,117.23,118.85,0.103,2.82,1,0,7,140,14726.45,117,125.87,1
2023-07-09,Nordeste,Online,A,1554.0,8,1191,1050,147.84,160.31,0.05,2.93,1,0,7,88,12358.27,106,116.59,0
2023-07-09,Sudeste,Representante,B,2397.0,8,2440,875,132.74,127.45,0.02,4.12,1,1,7,192,24979.01,207,120.67,1
2023-07-09,Sudeste,Loja Física,A,2400.0,12,1327,804,108.78,99.08,0.15,3.72,0,1,7,106,9806.66,117,83.82,1
2023-07-10,Sudeste,Loja Física,A,4689.0,6,2819,1686,150.94,152.4,0.051,4.7,2,0,7,198,28353.34,153,185.32,1
2023-07-10,Nordeste,Loja Física,B,1927.0,6,2468,769,146.16,144.74,0.038,3.78,1,1,7,162,22785.6,149,152.92,1
2023-07-10,Centro-Oeste,Representante,A,2549.0,9,1740,1442,117.66,131.53,0.04,4.54,0,1,7,152,17175.6,165,104.09,1
2023-07-11,Sul,Loja Física,B,703.0,8,899,455,86.24,77.62,0.159,3.9,0,0,7,65,4716.55,89,52.99,0
2023-07-11,Centro-Oeste,Loja Física,A,4860.0,10,3513,1237,158.16,158.74,0.12,4.28,2,1,7,223,31035.67,155,200.23,1
2023-07-11,Centro-Oeste,Representante,B,2911.0,10,1953,1786,108.37,112.02,0.049,4.17,2,1,7,178,18348.5,248,73.99,1
2023-07-11,Sul,Loja Física,C,2379.0,6,2291,1059,115.49,106.14,0.068,3.39,0,1,7,141,15180.12,141,107.66,1
2023-07-11,Centro-Oeste,Loja Física,C,1927.0,7,1642,938,110.48,107.1,0.016,3.5,0,0,7,105,11416.69,77,148.27,0
2023-07-13,Sul,Representante,B,632.0,12,1093,504,110.41,103.19,0.075,3.08,0,0,7,78,7963.51,70,113.76,1
2023-07-13,Centro-Oeste,Online,B,1246.0,9,866,891,140.25,156.8,0.023,4.24,2,0,7,90,12329.07,74,166.61,1
2023-07-14,Sul,Loja Física,A,6016.0,9,3264,1577,124.96,118.43,0.113,3.24,0,1,7,210,23279.99,225,103.47,1
2023-07-15,Sul,Online,C,2450.0,9,2775,856,109.35,98.28,0.023,4.21,0,0,7,156,16664.19,213,78.24,1
2023-07-15,Sul,Loja Física,C,6562.0,12,3423,1849,121.78,111.77,0.152,4.17,0,0,7,202,20870.35,133,156.92,1
2023-07-16,Nordeste,Loja Física,A,1028.0,6,1401,928,129.57,144.49,0.043,2.9,2,0,7,85,10542.29,115,91.67,1
2023-07-17,Nordeste,Representante,A,2374.0,11,1912,1137,125.78,121.79,0.122,2.8,3,0,7,124,13695.15,128,106.99,1
2023-07-17,Nordeste,Representante,B,944.0,7,1197,990,120.31,119.08,0.079,3.07,0,0,7,86,9528.01,79,120.61,1
